Date,Close/Last,Volume,Open,High,Low
03/15/2023,$247.47,1338317,$245.27,$247.61,$244.245
03/14/2023,$250.69,1226087,$250.61,$253.23,$248.12
03/13/2023,$247.07,1058912,$243.57,$249.96,$241.33
03/10/2023,$246.60,1200235,$251.84,$254.35,$245.21
03/09/2023,$252.13,2522027,$253.12,$257.29,$251.065
03/08/2023,$251.43,1954675,$244.98,$252.97,$244.98
03/07/2023,$245.33,1006500,$252.35,$252.555,$244.75
03/06/2023,$251.73,995964,$249.50,$252.41,$247.95
03/03/2023,$249.99,1185974,$245.19,$250.56,$244.86
03/02/2023,$243.75,1035049,$242.18,$244.055,$241.32
03/01/2023,$244.30,917935,$241.81,$245.19,$240.00
02/28/2023,$243.45,2781774,$245.86,$247.52,$241.945
02/27/2023,$248.04,1265287,$252.73,$252.73,$246.305
02/24/2023,$249.14,1624297,$249.49,$250.33,$245.89
02/23/2023,$251.98,1681185,$253.79,$256.09,$251.10
02/22/2023,$254.10,960339,$256.25,$257.70,$253.665
02/21/2023,$256.09,949071,$259.59,$261.63,$255.57
02/17/2023,$262.84,878828,$262.27,$264.10,$261.72
02/16/2023,$263.15,1050976,$256.00,$263.60,$255.93
02/15/2023,$259.04,701753,$257.17,$259.66,$256.545
02/14/2023,$258.90,817149,$259.48,$262.3771,$257.30
02/13/2023,$260.12,792303,$258.25,$260.89,$257.595
02/10/2023,$256.62,1024636,$255.55,$257.91,$255.23
02/09/2023,$256.20,733741,$258.50,$260.37,$255.58
02/08/2023,$256.40,846317,$255.88,$258.79,$255.0801
02/07/2023,$255.23,851062,$251.91,$256.19,$251.21
02/06/2023,$253.52,887680,$255.63,$256.265,$252.71
02/03/2023,$258.08,936563,$257.99,$260.16,$256.28
02/02/2023,$257.99,1364306,$260.37,$263.62,$257.655
02/01/2023,$261.46,1575909,$252.08,$264.62,$250.24
01/31/2023,$255.07,1916775,$253.68,$255.07,$251.06
01/30/2023,$253.30,1486771,$256.53,$257.40,$251.05
01/27/2023,$254.77,1918595,$248.66,$259.86,$244.42
01/26/2023,$254.85,1799563,$254.96,$255.60,$249.47
01/25/2023,$253.64,1695637,$251.70,$253.66,$249.53
01/24/2023,$252.68,2223195,$263.89,$265.35,$252.09
01/23/2023,$263.81,1888150,$262.11,$269.09,$262.11
01/20/2023,$261.40,1241201,$257.35,$261.59,$253.835
01/19/2023,$256.98,1713834,$255.84,$260.12,$252.72
01/18/2023,$256.76,1812827,$258.68,$262.70,$256.42
01/17/2023,$258.32,1887903,$258.88,$260.97,$257.40
01/13/2023,$258.87,1039285,$254.35,$259.75,$253.56
01/12/2023,$255.15,1389064,$254.00,$257.43,$251.96
01/11/2023,$252.32,1170827,$251.24,$253.12,$247.00
01/10/2023,$250.40,671487,$249.08,$250.47,$247.84
01/09/2023,$249.79,1544344,$254.09,$255.44,$249.435
01/06/2023,$254.52,1163993,$253.45,$255.785,$249.51
01/05/2023,$250.30,1353806,$247.77,$251.20,$246.48
01/04/2023,$248.88,1186409,$244.53,$248.99,$243.92
01/03/2023,$243.21,1058334,$241.67,$245.94,$239.435
12/30/2022,$239.96,710540,$238.81,$240.54,$237.95
12/29/2022,$240.38,567557,$238.26,$241.94,$236.71
12/28/2022,$236.40,603410,$240.73,$241.50,$236.27
12/27/2022,$240.03,532058,$240.85,$242.03,$238.94
12/23/2022,$240.74,592219,$240.34,$241.705,$239.115
12/22/2022,$241.15,961623,$240.36,$241.48,$236.69
12/21/2022,$242.90,786162,$240.40,$243.90,$240.18
12/20/2022,$238.36,1093519,$238.13,$243.265,$237.1201
12/19/2022,$238.67,871901,$238.41,$241.95,$236.71
12/16/2022,$239.05,2206687,$235.81,$239.98,$234.025
12/15/2022,$239.70,1280337,$241.64,$241.67,$238.92
12/14/2022,$244.70,1161333,$243.78,$247.29,$241.55
12/13/2022,$243.10,1189005,$249.00,$249.00,$240.52
12/12/2022,$242.73,1162274,$238.67,$243.26,$237.59
12/09/2022,$237.59,823848,$240.96,$241.12,$236.80
12/08/2022,$241.53,1187951,$238.01,$242.27,$238.01
12/07/2022,$238.11,974777,$236.80,$240.90,$236.29
12/06/2022,$236.62,1260810,$234.26,$238.865,$233.78
12/05/2022,$235.35,741652,$235.53,$237.29,$234.00
12/02/2022,$239.03,803567,$234.79,$240.01,$234.33
12/01/2022,$238.47,1205585,$242.82,$243.48,$238.32
11/30/2022,$240.22,2431171,$235.89,$240.83,$233.98
11/29/2022,$235.81,774793,$233.91,$238.30,$232.87
11/28/2022,$234.35,1072640,$238.10,$238.595,$232.82
11/25/2022,$239.37,385133,$238.97,$241.23,$237.41
11/23/2022,$237.28,973533,$235.37,$238.24,$234.23
11/22/2022,$234.74,1543291,$231.48,$235.72,$230.83
11/21/2022,$228.99,1433581,$228.45,$231.74,$227.59
11/18/2022,$230.08,1085831,$230.83,$233.16,$228.57
11/17/2022,$227.30,1271152,$227.34,$228.78,$224.84
11/16/2022,$231.00,2014308,$227.75,$233.34,$226.52
11/15/2022,$229.05,1565469,$224.85,$229.05,$224.00
11/14/2022,$222.62,1224235,$224.68,$226.78,$222.62
11/11/2022,$224.08,1333671,$222.47,$224.73,$219.74
11/10/2022,$222.50,1346893,$216.48,$222.84,$215.49
11/09/2022,$209.01,1220966,$210.01,$213.68,$207.54
11/08/2022,$211.67,1236319,$213.80,$215.18,$209.58
11/07/2022,$214.24,1254773,$212.78,$215.72,$210.95
11/04/2022,$211.91,1648002,$214.25,$214.99,$207.24
11/03/2022,$212.75,1485961,$211.72,$213.99,$208.30
11/02/2022,$213.82,1296635,$219.22,$221.41,$213.68
11/01/2022,$221.13,1084840,$218.92,$222.14,$216.66
10/31/2022,$217.47,1424910,$221.00,$223.28,$217.22
10/28/2022,$223.66,1390403,$218.00,$224.55,$216.00
10/27/2022,$217.77,1642496,$218.96,$222.48,$217.47
10/26/2022,$217.48,1481503,$216.41,$223.71,$216.41
10/25/2022,$214.40,2330283,$210.36,$220.14,$209.5893
10/24/2022,$210.36,3205888,$198.79,$210.855,$198.02
10/21/2022,$196.66,6288262,$183.58,$198.08,$178.32
10/20/2022,$208.61,2469265,$209.68,$213.91,$207.42
10/19/2022,$209.19,1007621,$208.90,$209.8275,$206.95
10/18/2022,$210.02,1459145,$212.36,$213.53,$208.71
10/17/2022,$206.31,962850,$204.79,$208.34,$203.96
10/14/2022,$201.47,1118821,$208.24,$208.58,$200.7163
10/13/2022,$206.00,1314438,$197.00,$207.78,$195.24
10/12/2022,$200.49,1139676,$202.73,$203.59,$200.30
10/11/2022,$202.69,1729319,$199.05,$205.465,$197.96
10/10/2022,$199.09,1101523,$201.33,$202.89,$198.05
10/07/2022,$200.46,1303093,$199.83,$200.735,$195.97
10/06/2022,$201.53,1117973,$201.83,$205.00,$200.39
10/05/2022,$202.54,1280410,$200.69,$203.76,$198.51
10/04/2022,$203.90,1814158,$196.74,$204.27,$196.60
10/03/2022,$193.26,1526945,$187.13,$194.9099,$184.97
09/30/2022,$183.79,1330081,$188.44,$189.02,$183.61
09/29/2022,$187.68,1129251,$187.63,$189.03,$183.44
09/28/2022,$189.94,1724811,$186.06,$190.935,$184.61
09/27/2022,$184.31,1617348,$189.34,$191.65,$183.79
09/26/2022,$187.24,1385321,$190.90,$192.82,$185.15
09/23/2022,$191.50,1297836,$191.82,$192.22,$187.70
09/22/2022,$194.06,1074438,$198.10,$198.10,$193.55
09/21/2022,$198.84,897980,$203.68,$206.046,$198.75
09/20/2022,$201.76,1279328,$206.43,$207.2095,$200.77
09/19/2022,$208.39,1039650,$206.39,$208.49,$204.64
09/16/2022,$209.67,4048134,$210.36,$210.47,$206.405
09/15/2022,$208.97,1030176,$208.16,$212.24,$207.94
09/14/2022,$208.76,1317972,$212.26,$212.26,$205.82
09/13/2022,$212.04,1459340,$217.90,$218.95,$211.51
09/12/2022,$222.36,1510860,$219.44,$222.41,$218.92
09/09/2022,$219.70,1940359,$217.00,$221.68,$216.22
09/08/2022,$216.21,1364381,$211.25,$216.33,$210.00
09/07/2022,$212.16,1803053,$200.17,$213.71,$200.17
09/06/2022,$200.71,1682188,$200.72,$204.12,$198.05
09/02/2022,$200.03,1036874,$202.54,$204.969,$198.58
09/01/2022,$199.45,1303174,$196.37,$199.54,$192.71
08/31/2022,$197.87,1869306,$202.88,$202.88,$197.22
08/30/2022,$201.78,1043407,$204.59,$205.17,$200.285
08/29/2022,$204.08,842993,$203.52,$205.6012,$200.53
08/26/2022,$204.98,1011493,$213.54,$213.595,$204.32
08/25/2022,$213.56,912316,$210.97,$213.66,$209.42
08/24/2022,$210.42,1065465,$210.43,$212.74,$209.04
08/23/2022,$210.25,1069621,$211.43,$214.27,$208.85
08/22/2022,$212.39,1195734,$211.73,$216.07,$211.29
08/19/2022,$215.03,1111060,$214.39,$217.69,$213.815
08/18/2022,$215.04,1419868,$210.20,$215.89,$209.78
08/17/2022,$208.99,861608,$210.20,$211.28,$208.46
08/16/2022,$212.87,1194266,$215.30,$216.555,$211.19
08/15/2022,$216.70,902932,$217.03,$218.785,$215.46
08/12/2022,$218.89,715589,$217.45,$219.02,$216.92
08/11/2022,$216.52,985563,$217.57,$219.68,$216.15
08/10/2022,$216.72,1108389,$213.59,$217.70,$212.29
08/09/2022,$210.07,805366,$210.69,$212.12,$209.1339
08/08/2022,$211.34,909795,$213.80,$214.74,$210.18
08/05/2022,$212.81,907313,$210.69,$215.71,$210.69
08/04/2022,$212.72,1088737,$215.24,$217.04,$212.31
08/03/2022,$216.47,1437228,$213.67,$217.82,$212.13
08/02/2022,$211.47,1354089,$211.41,$214.57,$210.3423
08/01/2022,$210.91,1074037,$210.31,$213.4064,$209.43
07/29/2022,$212.42,1497786,$208.77,$213.07,$208.39
07/28/2022,$209.78,1700243,$204.50,$211.72,$203.40
07/27/2022,$204.66,1599937,$203.12,$206.52,$202.03
07/26/2022,$203.94,1800257,$198.43,$204.21,$198.43
07/25/2022,$198.63,2966812,$201.95,$207.41,$197.33
07/22/2022,$202.03,5507222,$210.01,$211.99,$201.80
07/21/2022,$181.31,1837426,$179.17,$182.925,$178.60
07/20/2022,$178.81,1376373,$177.75,$179.69,$176.86
07/19/2022,$178.18,1363314,$174.77,$178.75,$173.49
07/18/2022,$171.69,1128569,$172.51,$173.90,$171.22
07/15/2022,$171.61,1192788,$170.93,$171.78,$167.64
07/14/2022,$167.49,1293901,$166.67,$167.87,$164.47
07/13/2022,$169.31,1165203,$168.54,$171.20,$167.52
07/12/2022,$170.11,1846663,$167.80,$172.55,$167.45
07/11/2022,$169.39,1523376,$171.65,$172.11,$169.25
07/08/2022,$172.60,1465714,$174.60,$177.57,$172.53
07/07/2022,$174.66,1819962,$168.92,$175.24,$168.76
07/06/2022,$165.99,2086511,$168.33,$169.26,$165.94
07/05/2022,$172.58,1320364,$173.32,$173.59,$169.54
07/01/2022,$175.06,1386087,$168.54,$175.84,$168.08
06/30/2022,$168.06,5189180,$169.52,$170.125,$165.88
06/29/2022,$175.67,1627555,$177.03,$178.41,$173.72
06/28/2022,$175.82,2543449,$180.07,$181.9699,$174.345
06/27/2022,$179.82,1367276,$183.00,$183.68,$178.91
06/24/2022,$182.33,4783819,$177.72,$183.13,$177.72
06/23/2022,$177.44,1629089,$177.85,$178.79,$174.98
06/22/2022,$176.59,1614640,$173.25,$177.8397,$172.855
06/21/2022,$173.87,2367959,$176.82,$177.125,$170.28
06/17/2022,$173.10,6001671,$171.32,$176.66,$170.735
06/16/2022,$171.56,2574998,$176.80,$176.85,$169.125
06/15/2022,$181.69,2534764,$179.25,$183.83,$177.69
06/14/2022,$179.28,3828841,$185.20,$185.39,$178.80
06/13/2022,$185.77,2416776,$191.19,$193.07,$185.06
06/10/2022,$196.72,1863488,$197.78,$199.68,$195.89
06/09/2022,$201.26,1203188,$204.54,$207.16,$201.02
06/08/2022,$205.73,1171891,$206.00,$208.339,$205.23
06/07/2022,$207.52,1321135,$202.60,$208.84,$202.60
06/06/2022,$204.82,1531786,$207.41,$208.88,$203.95
06/03/2022,$207.59,1150105,$209.73,$212.02,$207.31
06/02/2022,$211.18,2227329,$207.71,$211.42,$203.60
06/01/2022,$206.95,1844534,$212.51,$212.515,$205.44
05/31/2022,$210.40,3330975,$212.95,$215.23,$209.89
05/27/2022,$215.55,1640638,$213.71,$216.56,$213.71
05/26/2022,$211.79,1182859,$208.73,$213.16,$207.86
05/25/2022,$206.16,2151921,$204.09,$212.03,$203.36
05/24/2022,$204.76,1123350,$205.00,$205.30,$200.90
05/23/2022,$205.04,1390564,$206.10,$207.74,$202.62
05/20/2022,$204.78,1481549,$204.09,$206.94,$198.69
05/19/2022,$203.13,2271873,$204.25,$206.29,$199.54
05/18/2022,$206.80,2378598,$212.78,$212.78,$205.16
05/17/2022,$215.97,1543665,$213.85,$216.78,$209.96
05/16/2022,$211.64,1685142,$213.91,$215.08,$210.83
05/13/2022,$214.92,1618163,$215.81,$220.20,$214.27
05/12/2022,$213.80,2614385,$207.50,$214.025,$206.86
05/11/2022,$209.53,2962699,$223.99,$228.01,$208.44
05/10/2022,$224.49,1687865,$226.20,$229.26,$221.82
05/09/2022,$224.10,1682071,$225.00,$227.09,$221.88
05/06/2022,$227.35,1679198,$221.30,$229.00,$219.51
05/05/2022,$224.19,2167753,$226.30,$229.19,$219.29
05/04/2022,$224.80,2091495,$218.85,$226.11,$216.18
05/03/2022,$216.30,1839134,$210.59,$218.65,$209.9401
05/02/2022,$210.82,2105865,$214.48,$215.86,$208.00
04/29/2022,$214.55,2061821,$216.61,$221.7799,$214.23
04/28/2022,$218.94,2213376,$212.98,$220.22,$211.47
04/27/2022,$212.23,2675054,$213.13,$218.54,$209.483
04/26/2022,$214.94,5892910,$207.20,$218.9999,$204.725
04/25/2022,$210.50,4740052,$208.52,$216.29,$207.51
04/22/2022,$210.64,8886809,$241.58,$242.00,$209.18
04/21/2022,$269.44,2384834,$273.98,$279.02,$269.11
04/20/2022,$275.16,1688658,$263.69,$275.96,$263.53
04/19/2022,$261.96,1069737,$261.02,$263.14,$259.40
04/18/2022,$259.91,932919,$259.16,$262.86,$258.85
04/14/2022,$260.94,1045896,$259.53,$263.35,$259.40
04/13/2022,$258.64,1091626,$261.25,$262.15,$257.20
04/12/2022,$260.89,1126379,$259.58,$261.47,$257.8346
04/11/2022,$258.18,1454633,$258.89,$261.00,$256.64
04/08/2022,$258.69,1630502,$253.83,$260.17,$250.69
04/07/2022,$254.63,1656855,$249.71,$256.62,$249.71
04/06/2022,$250.48,1669762,$242.44,$250.71,$241.90
04/05/2022,$243.61,1596803,$242.44,$248.38,$242.44
04/04/2022,$245.59,1435163,$250.38,$251.18,$244.30
04/01/2022,$250.75,1182804,$251.00,$254.35,$250.37
03/31/2022,$250.62,1643775,$253.57,$255.45,$250.53
03/30/2022,$254.96,1613299,$263.21,$264.047,$253.35
03/29/2022,$263.65,1077050,$264.40,$265.55,$262.04
03/28/2022,$264.41,1238665,$259.80,$264.45,$258.76
03/25/2022,$260.08,1562677,$260.78,$261.72,$255.96
03/24/2022,$260.60,1522365,$261.83,$263.095,$259.445
03/23/2022,$260.61,1391330,$258.94,$262.16,$257.63
03/22/2022,$260.35,1643397,$262.90,$263.52,$259.165
03/21/2022,$261.56,1527333,$261.69,$266.33,$259.11
03/18/2022,$260.68,2602747,$268.59,$268.59,$256.992
03/17/2022,$266.97,1509007,$266.45,$268.43,$264.031
03/16/2022,$266.35,2118069,$268.00,$269.845,$263.09
03/15/2022,$267.17,2014462,$264.48,$268.02,$263.07
03/14/2022,$261.43,2315594,$269.36,$270.89,$259.10
03/11/2022,$267.00,1370039,$266.45,$272.26,$266.45
03/10/2022,$267.10,1453951,$261.41,$268.24,$261.41
03/09/2022,$264.36,1197245,$263.61,$268.48,$262.78
03/08/2022,$258.03,1403547,$259.82,$265.94,$257.99
03/07/2022,$259.82,1454577,$263.54,$264.385,$257.61
03/04/2022,$265.41,1357491,$260.17,$266.01,$258.43
03/03/2022,$264.11,1682017,$263.00,$266.21,$260.76
03/02/2022,$261.13,1676194,$254.00,$263.81,$252.67
03/01/2022,$252.42,1206330,$250.18,$253.27,$247.32
02/28/2022,$250.31,1602218,$246.46,$250.51,$241.4633
02/25/2022,$253.29,1162567,$244.86,$254.20,$244.86
02/24/2022,$243.56,1477028,$236.01,$244.16,$234.68
02/23/2022,$241.78,1034125,$245.53,$245.53,$240.83
02/22/2022,$244.33,1208107,$241.85,$246.04,$241.00
02/18/2022,$244.10,1565591,$250.05,$254.81,$243.06
02/17/2022,$250.80,1385028,$250.77,$255.93,$249.61
02/16/2022,$251.99,1945529,$242.27,$252.81,$241.01
02/15/2022,$242.39,1094445,$238.67,$242.60,$237.51
02/14/2022,$235.42,1078324,$239.03,$241.21,$234.07
02/11/2022,$237.57,1095580,$240.10,$242.56,$236.56
02/10/2022,$240.01,1214660,$240.46,$247.02,$238.345
02/09/2022,$243.42,939683,$240.87,$244.87,$240.86
02/08/2022,$239.48,1762233,$232.72,$240.25,$231.67
02/07/2022,$232.41,1436683,$238.58,$239.49,$230.66
02/04/2022,$239.08,1545344,$238.80,$242.065,$234.90
02/03/2022,$240.86,1045820,$239.82,$243.97,$238.63
02/02/2022,$240.79,1121476,$236.67,$242.265,$236.35
02/01/2022,$237.33,2018779,$241.19,$243.00,$235.41
01/31/2022,$240.05,2497941,$235.00,$242.28,$234.23
01/28/2022,$236.61,1944463,$229.01,$236.66,$228.705
01/27/2022,$228.85,3196917,$220.50,$232.01,$220.50
01/26/2022,$240.00,2454009,$240.11,$246.78,$236.89
01/25/2022,$239.11,1764494,$239.97,$241.89,$236.79
01/24/2022,$243.60,1829749,$234.30,$244.38,$231.76
01/21/2022,$237.93,1634313,$240.48,$241.38,$237.46
01/20/2022,$240.76,1906490,$246.55,$248.135,$239.55
01/19/2022,$245.33,1368194,$249.71,$251.08,$244.68
01/18/2022,$248.73,1510274,$254.05,$255.57,$247.66
01/14/2022,$257.00,1212078,$252.53,$257.33,$252.245
01/13/2022,$254.41,1139420,$249.92,$258.24,$249.42
01/12/2022,$249.30,1099367,$250.91,$253.695,$248.05
01/11/2022,$250.33,1547844,$247.75,$250.68,$240.29
01/10/2022,$249.47,1261961,$253.65,$255.18,$246.16
01/07/2022,$252.21,1660008,$253.97,$256.16,$251.47
01/06/2022,$254.51,1757423,$258.95,$259.15,$253.095
01/05/2022,$258.97,1384812,$261.28,$269.75,$258.71
01/04/2022,$260.27,2366795,$255.29,$260.97,$253.66
01/03/2022,$254.08,1518455,$256.68,$256.68,$252.00
12/31/2021,$256.92,931465,$257.83,$259.64,$256.71
12/30/2021,$258.11,617350,$259.09,$260.67,$257.92
12/29/2021,$258.49,642106,$257.09,$260.75,$257.09
12/28/2021,$256.76,708134,$254.68,$257.98,$252.97
12/27/2021,$253.77,819256,$252.52,$254.57,$251.74
12/23/2021,$252.05,822202,$253.57,$255.00,$251.46
12/22/2021,$252.07,1283025,$247.54,$252.89,$246.79
